timestamp,battery_percent,cpu_pct,screen_on,drain_per_min,minutes_remaining_target
2025-12-03 20:04:40.096329,84.838,30.92,0,0.1682,281
2025-12-03 20:05:40.096333,84.661,9.78,0,0.1772,280
2025-12-03 20:06:40.096336,84.452,29.6,0,0.2091,279
2025-12-03 20:07:40.096339,83.838,25.5,1,0.6141,277
2025-12-03 20:08:40.096343,83.644,27.86,0,0.1934,277
2025-12-03 20:09:40.096346,83.493,14.39,0,0.1517,276
2025-12-03 20:10:40.096349,82.905,15.22,1,0.5873,274
2025-12-03 20:11:40.096352,82.284,22.44,1,0.6212,273
2025-12-03 20:12:40.096355,81.665,10.56,1,0.6188,272
2025-12-03 20:13:40.096359,81.48,26.41,0,0.1855,272
2025-12-03 20:14:40.096362,81.304,14.25,0,0.1754,271
2025-12-03 20:15:40.096366,81.12,26.54,0,0.1848,270
2025-12-03 20:16:40.096369,80.529,6.62,1,0.591,268
2025-12-03 20:17:40.096372,80.321,29.69,0,0.2071,268
2025-12-03 20:18:40.096375,79.667,24.85,1,0.6541,266
2025-12-03 20:19:40.096378,79.517,15.1,0,0.1505,266
2025-12-03 20:20:40.096382,78.916,16.82,1,0.6008,264
2025-12-03 20:21:40.096385,78.775,21.24,0,0.1414,264
2025-12-03 20:22:40.096388,78.628,22.41,0,0.1471,263
2025-12-03 20:23:40.096391,78.014,27.84,1,0.613,261
2025-12-03 20:24:40.096394,77.852,20.27,0,0.162,261
2025-12-03 20:25:40.096398,77.183,33.87,1,0.6692,259
2025-12-03 20:26:40.096402,76.576,14.6,1,0.6071,258
2025-12-03 20:27:40.096405,75.933,41.1,1,0.6427,257
2025-12-03 20:28:40.096408,75.782,15.62,0,0.1514,258
2025-12-03 20:29:40.096411,75.695,6.0,0,0.0869,257
2025-12-03 20:30:40.096415,75.51,29.8,0,0.185,255
2025-12-03 20:31:40.096418,74.907,29.64,1,0.6029,253
2025-12-03 20:32:40.096421,74.771,28.99,0,0.1358,254
2025-12-03 20:33:40.096424,74.597,31.34,0,0.1742,252
2025-12-03 20:34:40.096428,74.427,12.63,0,0.1699,251
2025-12-03 20:35:40.096431,73.827,15.68,1,0.6003,249
2025-12-03 20:36:40.096434,73.653,24.37,0,0.174,249
2025-12-03 20:37:40.096439,73.474,23.1,0,0.1795,248
2025-12-03 20:38:40.096442,72.872,19.61,1,0.6013,246
2025-12-03 20:39:40.096445,72.667,31.59,0,0.2051,246
2025-12-03 20:40:40.096449,72.523,20.05,0,0.1442,246
2025-12-03 20:41:40.096452,72.346,15.82,0,0.1775,244
2025-12-03 20:42:40.096455,71.765,16.33,1,0.5808,242
2025-12-03 20:43:40.096458,71.153,18.37,1,0.612,241
2025-12-03 20:44:40.096461,70.522,30.18,1,0.6303,240
2025-12-03 20:45:40.096464,70.379,12.11,0,0.1435,241
2025-12-03 20:46:40.096468,69.724,39.45,1,0.6553,238
2025-12-03 20:47:40.096471,69.128,19.72,1,0.5958,237
2025-12-03 20:48:40.096474,68.936,19.81,0,0.1917,238
2025-12-03 20:49:40.096480,68.75,49.1,0,0.1864,237
2025-12-03 20:50:40.096484,68.104,12.11,1,0.6455,234
2025-12-03 20:51:40.096487,67.963,19.02,0,0.1408,235
2025-12-03 20:52:40.096490,67.8,21.08,0,0.1636,234
2025-12-03 20:53:40.096493,67.668,21.03,0,0.1321,233
2025-12-03 20:54:40.096496,67.533,5.37,0,0.1351,232
2025-12-03 20:55:40.096500,67.376,22.09,0,0.1564,231
2025-12-03 20:56:40.096503,67.224,9.33,0,0.1522,230
2025-12-03 20:57:40.096506,66.65,4.12,1,0.5744,227
2025-12-03 20:58:40.096509,66.523,0.0,0,0.1262,228
2025-12-03 20:59:40.096512,66.347,33.47,0,0.1762,227
2025-12-03 21:00:40.096515,66.18,24.14,0,0.1667,226
2025-12-03 21:01:40.096519,65.564,20.03,1,0.6163,223
2025-12-03 21:02:40.096522,65.387,20.55,0,0.1775,224
2025-12-03 21:03:40.096525,64.776,20.79,1,0.6107,221
2025-12-03 21:04:40.096528,64.609,21.96,0,0.167,222
2025-12-03 21:05:40.096533,63.988,31.27,1,0.6209,219
2025-12-03 21:06:40.096536,63.826,21.76,0,0.1624,220
2025-12-03 21:07:40.096539,63.699,21.2,0,0.1269,219
2025-12-03 21:08:40.096542,63.551,17.74,0,0.1478,218
2025-12-03 21:09:40.096546,63.377,31.55,0,0.174,217
2025-12-03 21:10:40.096549,62.811,10.21,1,0.5659,214
2025-12-03 21:11:40.096552,62.643,30.65,0,0.1678,215
2025-12-03 21:12:40.096555,62.011,30.47,1,0.6325,212
2025-12-03 21:13:40.096558,61.399,27.14,1,0.6115,211
2025-12-03 21:14:40.096562,61.261,8.84,0,0.138,212
2025-12-03 21:15:40.096565,61.105,26.58,0,0.1558,211
2025-12-03 21:16:40.096568,60.963,19.98,0,0.1421,210
2025-12-03 21:17:40.096571,60.8,20.14,0,0.1637,209
2025-12-03 21:18:40.096574,60.199,6.69,1,0.6006,206
2025-12-03 21:19:40.096578,59.625,17.04,1,0.5739,205
2025-12-03 21:20:40.096581,59.437,20.37,0,0.1883,206
2025-12-03 21:21:40.096585,59.268,22.71,0,0.1685,205
2025-12-03 21:22:40.096589,58.655,19.08,1,0.6127,202
2025-12-03 21:23:40.096592,58.514,21.61,0,0.1417,203
2025-12-03 21:24:40.096595,57.918,19.07,1,0.596,200
2025-12-03 21:25:40.096598,57.773,17.51,0,0.1449,201
2025-12-03 21:26:40.096601,57.639,23.46,0,0.1342,200
2025-12-03 21:27:40.096605,57.484,27.17,0,0.155,199
2025-12-03 21:28:40.096608,57.322,16.26,0,0.1621,198
2025-12-03 21:29:40.096611,57.185,5.45,0,0.1368,197
2025-12-03 21:30:40.096614,56.57,13.94,1,0.6148,194
2025-12-03 21:31:40.096618,55.959,25.42,1,0.6113,193
2025-12-03 21:32:40.096621,55.385,30.47,1,0.5733,192
2025-12-03 21:33:40.096625,54.799,5.92,1,0.5867,191
2025-12-03 21:34:40.096628,54.649,28.4,0,0.1495,192
2025-12-03 21:35:40.096632,54.485,21.76,0,0.1643,191
2025-12-03 21:36:40.096635,54.352,18.4,0,0.1331,190
2025-12-03 21:37:40.096638,53.76,15.76,1,0.5918,187
2025-12-03 21:38:40.096642,53.541,27.82,0,0.2192,188
2025-12-03 21:39:40.096645,53.404,10.94,0,0.137,187
2025-12-03 21:40:40.096648,52.794,21.22,1,0.6097,184
2025-12-03 21:41:40.096652,52.627,18.14,0,0.1668,185
2025-12-03 21:42:40.096656,52.45,25.21,0,0.1774,184
2025-12-03 21:43:40.096659,52.323,19.22,0,0.1265,183
2025-12-03 21:44:40.096662,52.14,11.87,0,0.1831,182
2025-12-03 21:45:40.096665,51.95,28.96,0,0.1907,181
2025-12-03 21:46:40.096669,51.779,29.98,0,0.1709,180
2025-12-03 21:47:40.096672,51.625,19.92,0,0.154,179
2025-12-03 21:48:40.096675,51.432,17.35,0,0.1924,178
2025-12-03 21:49:40.096678,50.852,18.91,1,0.5799,175
2025-12-03 21:50:40.096681,50.302,26.61,1,0.5502,174
2025-12-03 21:51:40.096685,49.689,35.18,1,0.613,173
2025-12-03 21:52:40.096688,49.08,19.1,1,0.6092,172
2025-12-03 21:53:40.096691,48.952,18.34,0,0.1278,173
2025-12-03 21:54:40.096694,48.751,17.19,0,0.201,172
2025-12-03 21:55:40.096697,48.139,14.5,1,0.6123,169
2025-12-03 21:56:40.096700,48.002,17.66,0,0.1375,170
2025-12-03 21:57:40.096704,47.844,19.94,0,0.1571,169
2025-12-03 21:58:40.096707,47.715,1.06,0,0.1289,168
2025-12-03 21:59:40.096710,47.51,34.09,0,0.2052,167
2025-12-03 22:00:40.096713,47.384,9.26,0,0.1263,166
2025-12-03 22:01:40.096717,46.756,21.91,1,0.6278,163
2025-12-03 22:02:40.096721,46.602,16.56,0,0.1541,164
2025-12-03 22:03:40.096724,46.477,6.46,0,0.1249,163
2025-12-03 22:04:40.096727,46.309,29.86,0,0.1678,162
2025-12-03 22:05:40.096730,46.199,6.75,0,0.1106,161
2025-12-03 22:06:40.096733,45.579,20.27,1,0.6199,158
2025-12-03 22:07:40.096737,45.465,17.42,0,0.1143,159
2025-12-03 22:08:40.096740,45.32,8.75,0,0.1448,158
2025-12-03 22:09:40.096743,45.186,6.06,0,0.1339,157
2025-12-03 22:10:40.096746,44.557,23.16,1,0.6288,154
2025-12-03 22:11:40.096749,44.41,21.29,0,0.1468,155
2025-12-03 22:12:40.096752,44.224,29.54,0,0.1867,154
2025-12-03 22:13:40.096756,44.075,7.21,0,0.1483,153
2025-12-03 22:14:40.096759,43.486,16.03,1,0.5889,150
2025-12-03 22:15:40.096762,43.358,4.23,0,0.128,151
2025-12-03 22:16:40.096766,43.231,14.21,0,0.1276,150
2025-12-03 22:17:40.096769,43.081,8.43,0,0.1499,149
2025-12-03 22:18:40.096772,42.889,32.03,0,0.1915,148
2025-12-03 22:19:40.096775,42.71,25.12,0,0.1795,147
2025-12-03 22:20:40.096778,42.549,26.16,0,0.1607,146
2025-12-03 22:21:40.096781,42.393,20.08,0,0.1562,145
2025-12-03 22:22:40.096785,42.209,28.32,0,0.1845,143
2025-12-03 22:23:40.096788,42.035,19.55,0,0.1739,142
2025-12-03 22:24:40.096791,41.903,6.05,0,0.1321,142
2025-12-03 22:25:40.096795,41.777,18.65,0,0.1252,141
2025-12-03 22:26:40.096799,41.17,35.04,1,0.6072,138
2025-12-03 22:27:40.096802,40.555,34.33,1,0.6152,137
2025-12-03 22:28:40.096805,40.433,1.82,0,0.122,138
2025-12-03 22:29:40.096808,40.303,23.76,0,0.13,137
2025-12-03 22:30:40.096812,40.091,33.89,0,0.2115,135
2025-12-03 22:31:40.096815,39.532,11.92,1,0.5596,133
2025-12-03 22:32:40.096818,39.417,5.26,0,0.1151,134
2025-12-03 22:33:40.096821,39.234,20.24,0,0.1823,132
2025-12-03 22:34:40.096824,38.648,23.8,1,0.5867,130
2025-12-03 22:35:40.096827,38.474,6.16,0,0.174,130
2025-12-03 22:36:40.096831,38.383,4.87,0,0.0909,130
2025-12-03 22:37:40.096834,38.27,11.05,0,0.1129,129
2025-12-03 22:38:40.096837,38.101,11.15,0,0.1694,127
2025-12-03 22:39:40.096840,37.924,20.36,0,0.1764,126
2025-12-03 22:40:40.096843,37.718,34.63,0,0.2061,125
2025-12-03 22:41:40.096847,37.556,13.4,0,0.1621,124
2025-12-03 22:42:40.096850,37.412,19.02,0,0.1437,123
2025-12-03 22:43:40.096853,36.765,33.24,1,0.6477,120
2025-12-03 22:44:40.096856,36.611,20.58,0,0.1532,121
2025-12-03 22:45:40.096859,36.472,5.51,0,0.1394,120
2025-12-03 22:46:40.096862,36.352,0.0,0,0.1202,119
2025-12-03 22:47:40.096865,36.157,20.06,0,0.195,118
2025-12-03 22:48:40.096869,36.008,16.21,0,0.149,117
2025-12-03 22:49:40.096872,35.842,15.26,0,0.1659,116
2025-12-03 22:50:40.096875,35.687,22.29,0,0.1549,115
2025-12-03 22:51:40.096878,35.569,0.0,0,0.1184,114
2025-12-03 22:52:40.096881,34.972,11.27,1,0.5966,111
2025-12-03 22:53:40.096886,34.828,20.16,0,0.1444,112
2025-12-03 22:54:40.096890,34.652,13.54,0,0.1752,111
2025-12-03 22:55:40.096893,34.067,10.42,1,0.5855,108
2025-12-03 22:56:40.096896,33.488,6.24,1,0.5785,107
2025-12-03 22:57:40.096899,32.888,12.07,1,0.6008,107
2025-12-03 22:58:40.096903,32.718,15.38,0,0.1699,107
2025-12-03 22:59:40.096906,32.103,26.84,1,0.615,105
2025-12-03 23:00:40.096909,31.518,14.21,1,0.5848,104
2025-12-03 23:01:40.096912,30.914,4.17,1,0.6038,103
2025-12-03 23:02:40.096915,30.264,50.33,1,0.6504,102
2025-12-03 23:03:40.096919,30.118,20.57,0,0.1457,103
2025-12-03 23:04:40.096922,29.543,3.64,1,0.5755,100
2025-12-03 23:05:40.096925,28.975,16.92,1,0.5678,99
2025-12-03 23:06:40.096928,28.812,11.4,0,0.1631,100
2025-12-03 23:07:40.096932,28.628,26.53,0,0.184,99
2025-12-03 23:08:40.096935,28.475,22.15,0,0.1525,98
2025-12-03 23:09:40.096938,28.355,12.92,0,0.1203,97
2025-12-03 23:10:40.096941,28.2,10.21,0,0.1545,95
2025-12-03 23:11:40.096944,28.074,15.32,0,0.1267,95
2025-12-03 23:12:40.096947,27.923,18.65,0,0.1509,93
2025-12-03 23:13:40.096951,27.804,20.15,0,0.1188,92
2025-12-03 23:14:40.096954,27.671,19.65,0,0.1325,91
2025-12-03 23:15:40.096957,27.487,34.95,0,0.1849,90
2025-12-03 23:16:40.096960,27.348,14.58,0,0.1384,89
2025-12-03 23:17:40.096963,27.199,8.31,0,0.1495,88
2025-12-03 23:18:40.096966,27.06,15.72,0,0.139,87
2025-12-03 23:19:40.096970,26.504,0.0,1,0.5557,84
2025-12-03 23:20:40.096973,25.883,25.93,1,0.6214,83
2025-12-03 23:21:40.096976,25.734,17.66,0,0.1485,84
2025-12-03 23:22:40.096979,25.569,35.37,0,0.1651,83
2025-12-03 23:23:40.096982,25.39,23.99,0,0.179,82
2025-12-03 23:24:40.096985,24.755,24.04,1,0.6354,79
2025-12-03 23:25:40.096990,24.618,19.38,0,0.1363,80
2025-12-03 23:26:40.096994,23.963,35.6,1,0.6549,77
2025-12-03 23:27:40.096997,23.794,32.22,0,0.1692,78
2025-12-03 23:28:40.097000,23.662,15.67,0,0.132,77
2025-12-03 23:29:40.097003,23.493,24.04,0,0.1696,76
2025-12-03 23:30:40.097006,22.873,26.17,1,0.6193,73
2025-12-03 23:31:40.097010,22.283,14.08,1,0.5903,73
2025-12-03 23:32:40.097013,21.671,24.5,1,0.6118,72
2025-12-03 23:33:40.097016,21.535,19.45,0,0.1357,72
2025-12-03 23:34:40.097019,21.344,25.08,0,0.1914,71
2025-12-03 23:35:40.097022,21.178,20.01,0,0.1658,70
2025-12-03 23:36:40.097025,21.053,8.98,0,0.1249,69
2025-12-03 23:37:40.097029,20.953,11.82,0,0.1004,68
2025-12-03 23:38:40.097032,20.373,9.14,1,0.5799,65
2025-12-03 23:39:40.097035,19.761,29.21,1,0.6121,65
2025-12-03 23:40:40.097038,19.188,12.37,1,0.5733,64
2025-12-03 23:41:40.097041,18.998,31.76,0,0.1901,64
2025-12-03 23:42:40.097045,18.86,18.66,0,0.1376,63
2025-12-03 23:43:40.097048,18.246,26.96,1,0.6144,61
2025-12-03 23:44:40.097051,18.075,16.02,0,0.171,61
2025-12-03 23:45:40.097054,17.93,22.86,0,0.1442,60
2025-12-03 23:46:40.097057,17.283,28.84,1,0.647,58
2025-12-03 23:47:40.097060,17.143,33.9,0,0.1406,59
2025-12-03 23:48:40.097064,16.55,9.12,1,0.5929,56
2025-12-03 23:49:40.097067,16.41,3.11,0,0.1399,57
2025-12-03 23:50:40.097070,16.224,29.41,0,0.1858,55
2025-12-03 23:51:40.097074,16.096,17.21,0,0.1282,55
2025-12-03 23:52:40.097077,15.958,14.09,0,0.1375,53
2025-12-03 23:53:40.097080,15.795,22.31,0,0.1636,52
2025-12-03 23:54:40.097084,15.616,29.02,0,0.1782,51
2025-12-03 23:55:40.097087,15.487,8.06,0,0.1291,50
2025-12-03 23:56:40.097090,15.342,30.62,0,0.1455,49
2025-12-03 23:57:40.097093,14.726,12.14,1,0.6163,46
2025-12-03 23:58:40.097096,14.101,25.76,1,0.6245,45
2025-12-03 23:59:40.097100,13.94,26.97,0,0.1617,46
2025-12-04 00:00:40.097103,13.348,33.95,1,0.5915,44
2025-12-04 00:01:40.097107,13.196,19.66,0,0.1519,44
2025-12-04 00:02:40.097111,12.99,30.59,0,0.2063,43
2025-12-04 00:03:40.097114,12.822,21.48,0,0.1681,42
2025-12-04 00:04:40.097117,12.754,6.64,0,0.0675,41
2025-12-04 00:05:40.097120,12.539,23.72,0,0.2158,39
2025-12-04 00:06:40.097124,12.383,17.88,0,0.1553,38
2025-12-04 00:07:40.097127,12.23,7.76,0,0.153,37
2025-12-04 00:08:40.097130,11.618,22.3,1,0.6123,34
2025-12-04 00:09:40.097133,11.506,7.32,0,0.112,35
2025-12-04 00:10:40.097136,11.351,18.16,0,0.1547,34
2025-12-04 00:11:40.097139,11.203,35.11,0,0.1481,33
2025-12-04 00:12:40.097143,11.038,20.92,0,0.1648,31
2025-12-04 00:13:40.097146,10.904,5.71,0,0.1348,30
2025-12-04 00:14:40.097149,10.297,28.47,1,0.6061,27
2025-12-04 00:15:40.097152,10.092,10.91,0,0.2055,28
2025-12-04 00:16:40.097155,9.953,6.51,0,0.1384,27
2025-12-04 00:17:40.097158,9.347,28.27,1,0.6067,24
2025-12-04 00:18:40.097161,9.148,25.05,0,0.1983,25
2025-12-04 00:19:40.097165,8.511,18.0,1,0.6373,22
2025-12-04 00:20:40.097168,8.417,0.0,0,0.0939,23
2025-12-04 00:21:40.097171,8.288,0.0,0,0.1296,21
2025-12-04 00:22:40.097174,7.67,33.3,1,0.6176,18
2025-12-04 00:23:40.097177,7.567,0.0,0,0.103,19
2025-12-04 00:24:40.097180,7.429,17.38,0,0.1383,17
2025-12-04 00:25:40.097183,7.26,14.68,0,0.1686,15
2025-12-04 00:26:40.097187,6.622,32.77,1,0.6385,13
2025-12-04 00:27:40.097190,6.479,5.58,0,0.1428,13
2025-12-04 00:28:40.097193,5.838,36.63,1,0.6413,10
2025-12-04 00:29:40.097196,5.222,22.26,1,0.6155,9
2025-12-04 00:30:40.097199,4.607,23.06,1,0.615,8
2025-12-04 00:31:40.097202,4.014,14.87,1,0.5934,7
