timestamp,battery_percent,cpu_pct,screen_on,drain_per_min,minutes_remaining_target
2025-12-03 20:30:39.949518,81.911,8.66,1,0.517,377
2025-12-03 20:31:39.949522,81.835,26.1,0,0.0758,379
2025-12-03 20:32:39.949525,81.753,23.86,0,0.0824,378
2025-12-03 20:33:39.949528,81.63,40.84,0,0.1225,376
2025-12-03 20:34:39.949532,81.577,16.23,0,0.0531,375
2025-12-03 20:35:39.949535,81.04,22.3,1,0.5374,372
2025-12-03 20:36:39.949538,80.49,26.81,1,0.5495,371
2025-12-03 20:37:39.949543,79.967,30.35,1,0.5226,371
2025-12-03 20:38:39.949546,79.925,19.69,0,0.0422,373
2025-12-03 20:39:39.949550,79.818,39.4,0,0.1077,372
2025-12-03 20:40:39.949553,79.788,9.95,0,0.03,371
2025-12-03 20:41:39.949557,79.726,12.58,0,0.0613,369
2025-12-03 20:42:39.949560,79.663,21.87,0,0.0638,368
2025-12-03 20:43:39.949563,79.139,12.67,1,0.5231,364
2025-12-03 20:44:39.949567,79.08,6.17,0,0.0594,366
2025-12-03 20:45:39.949570,78.945,34.82,0,0.1351,364
2025-12-03 20:46:39.949573,78.836,29.61,0,0.1086,363
2025-12-03 20:47:39.949577,78.796,0.0,0,0.0407,362
2025-12-03 20:48:39.949580,78.274,29.93,1,0.5216,359
2025-12-03 20:49:39.949585,78.207,31.92,0,0.0671,360
2025-12-03 20:50:39.949589,78.149,9.53,0,0.0578,359
2025-12-03 20:51:39.949592,78.033,32.93,0,0.1159,357
2025-12-03 20:52:39.949596,77.976,5.32,0,0.0575,356
2025-12-03 20:53:39.949599,77.471,15.06,1,0.5045,353
2025-12-03 20:54:39.949603,76.969,18.37,1,0.5019,353
2025-12-03 20:55:39.949606,76.871,24.86,0,0.0981,354
2025-12-03 20:56:39.949609,76.793,23.92,0,0.0783,353
2025-12-03 20:57:39.949613,76.759,22.21,0,0.0342,352
2025-12-03 20:58:39.949616,76.227,11.45,1,0.5317,348
2025-12-03 20:59:39.949619,76.178,35.42,0,0.0492,350
2025-12-03 21:00:39.949623,75.665,26.66,1,0.5124,347
2025-12-03 21:01:39.949626,75.617,14.62,0,0.0482,349
2025-12-03 21:02:39.949629,75.099,14.31,1,0.518,345
2025-12-03 21:03:39.949633,74.569,34.07,1,0.5305,345
2025-12-03 21:04:39.949636,74.505,26.42,0,0.0637,347
2025-12-03 21:05:39.949640,74.456,10.95,0,0.0491,345
2025-12-03 21:06:39.949644,74.374,16.09,0,0.082,344
2025-12-03 21:07:39.949647,74.296,30.28,0,0.0778,342
2025-12-03 21:08:39.949651,73.773,0.27,1,0.5229,339
2025-12-03 21:09:39.949654,73.717,11.33,0,0.0558,341
2025-12-03 21:10:39.949658,73.198,27.21,1,0.519,337
2025-12-03 21:11:39.949661,72.713,7.77,1,0.4854,337
2025-12-03 21:12:39.949665,72.631,36.07,0,0.0816,339
2025-12-03 21:13:39.949668,72.122,8.84,1,0.5093,336
2025-12-03 21:14:39.949671,71.637,6.15,1,0.4853,336
2025-12-03 21:15:39.949797,71.598,6.7,0,0.0388,338
2025-12-03 21:16:39.949801,71.544,20.41,0,0.0541,336
2025-12-03 21:17:39.949804,70.999,15.89,1,0.5451,332
2025-12-03 21:18:39.949808,70.985,12.29,0,0.0139,335
2025-12-03 21:19:39.949811,70.474,21.1,1,0.5112,331
2025-12-03 21:20:39.949815,70.414,11.95,0,0.0593,333
2025-12-03 21:21:39.949819,69.887,22.54,1,0.527,329
2025-12-03 21:22:39.949823,69.809,26.49,0,0.0785,332
2025-12-03 21:23:39.949827,69.271,23.59,1,0.5376,328
2025-12-03 21:24:39.949830,69.22,9.2,0,0.0516,330
2025-12-03 21:25:39.949834,69.141,29.02,0,0.0782,329
2025-12-03 21:26:39.949837,69.093,21.62,0,0.0481,327
2025-12-03 21:27:39.949841,69.006,28.33,0,0.0878,326
2025-12-03 21:28:39.949844,68.494,29.76,1,0.5117,322
2025-12-03 21:29:39.949847,68.475,16.12,0,0.0184,325
2025-12-03 21:30:39.949851,67.926,27.83,1,0.5495,320
2025-12-03 21:31:39.949854,67.878,12.91,0,0.0479,323
2025-12-03 21:32:39.949858,67.811,25.87,0,0.0668,321
2025-12-03 21:33:39.949861,67.778,3.79,0,0.0329,320
2025-12-03 21:34:39.949864,67.703,26.78,0,0.0754,318
2025-12-03 21:35:39.949868,67.193,20.26,1,0.51,314
2025-12-03 21:36:39.949871,66.711,3.22,1,0.4821,315
2025-12-03 21:37:39.949874,66.634,23.34,0,0.0769,317
2025-12-03 21:38:39.949878,66.58,14.68,0,0.0538,315
2025-12-03 21:39:39.949881,66.015,41.18,1,0.5648,311
2025-12-03 21:40:39.949884,65.896,21.98,0,0.1196,314
2025-12-03 21:41:39.949889,65.318,43.03,1,0.5774,310
2025-12-03 21:42:39.949893,65.23,27.29,0,0.0888,313
2025-12-03 21:43:39.949896,65.177,11.37,0,0.0527,312
2025-12-03 21:44:39.949899,65.098,23.06,0,0.0792,310
2025-12-03 21:45:39.949903,65.011,22.43,0,0.0866,308
2025-12-03 21:46:39.949906,64.92,28.64,0,0.0908,307
2025-12-03 21:47:39.949910,64.858,4.39,0,0.0618,305
2025-12-03 21:48:39.949913,64.325,17.48,1,0.5334,302
2025-12-03 21:49:39.949916,63.823,14.22,1,0.5018,302
2025-12-03 21:50:39.949920,63.312,22.37,1,0.511,302
2025-12-03 21:51:39.949923,63.233,22.01,0,0.0797,304
2025-12-03 21:52:39.949927,63.127,23.28,0,0.1057,303
2025-12-03 21:53:39.949930,62.62,26.74,1,0.5066,299
2025-12-03 21:54:39.949933,62.548,18.26,0,0.072,302
2025-12-03 21:55:39.949937,62.019,27.8,1,0.5291,298
2025-12-03 21:56:39.949940,61.963,16.17,0,0.0562,301
2025-12-03 21:57:39.949943,61.909,15.91,0,0.0543,299
2025-12-03 21:58:39.949947,61.355,23.44,1,0.5536,295
2025-12-03 21:59:39.949950,60.814,21.96,1,0.5412,296
2025-12-03 22:00:39.949953,60.762,10.17,0,0.0516,298
2025-12-03 22:01:39.949958,60.666,42.32,0,0.096,297
2025-12-03 22:02:39.949961,60.149,10.29,1,0.5172,293
2025-12-03 22:03:39.949965,59.653,4.78,1,0.4959,294
2025-12-03 22:04:39.949968,59.125,31.34,1,0.5279,294
2025-12-03 22:05:39.949971,58.608,25.28,1,0.5174,294
2025-12-03 22:06:39.949975,58.079,23.93,1,0.5285,295
2025-12-03 22:07:39.949978,57.608,13.69,1,0.4715,296
2025-12-03 22:08:39.949982,57.57,6.02,0,0.0379,299
2025-12-03 22:09:39.949985,57.063,17.81,1,0.5065,295
2025-12-03 22:10:39.949988,57.009,19.54,0,0.0539,298
2025-12-03 22:11:39.949992,56.929,20.12,0,0.0803,296
2025-12-03 22:12:39.949995,56.427,20.94,1,0.5025,292
2025-12-03 22:13:39.949999,55.883,32.41,1,0.5431,292
2025-12-03 22:14:39.950002,55.845,9.02,0,0.0385,296
2025-12-03 22:15:39.950005,55.371,0.92,1,0.4738,292
2025-12-03 22:16:39.950009,54.872,16.2,1,0.4994,293
2025-12-03 22:17:39.950012,54.778,3.34,0,0.0933,296
2025-12-03 22:18:39.950015,54.296,0.0,1,0.4821,292
2025-12-03 22:19:39.950019,53.77,35.23,1,0.5268,293
2025-12-03 22:20:39.950022,53.283,21.78,1,0.4871,294
2025-12-03 22:21:39.950025,53.257,13.73,0,0.0251,298
2025-12-03 22:22:39.950029,53.218,16.09,0,0.0392,296
2025-12-03 22:23:39.950032,53.131,37.43,0,0.0877,293
2025-12-03 22:24:39.950035,52.598,31.3,1,0.5323,289
2025-12-03 22:25:39.950039,52.495,28.98,0,0.1032,293
2025-12-03 22:26:39.950043,52.433,23.31,0,0.0623,292
2025-12-03 22:27:39.950046,52.378,9.37,0,0.0544,290
2025-12-03 22:28:39.950050,52.315,18.75,0,0.0631,288
2025-12-03 22:29:39.950053,52.254,10.54,0,0.0611,286
2025-12-03 22:30:39.950056,52.141,40.3,0,0.1127,284
2025-12-03 22:31:39.950059,51.644,9.54,1,0.4978,280
2025-12-03 22:32:39.950063,51.603,6.94,0,0.0404,284
2025-12-03 22:33:39.950066,51.527,3.67,0,0.076,282
2025-12-03 22:34:39.950069,51.445,28.02,0,0.0826,280
2025-12-03 22:35:39.950073,51.431,3.32,0,0.0131,279
2025-12-03 22:36:39.950076,51.366,26.09,0,0.0653,276
2025-12-03 22:37:39.950080,51.328,22.86,0,0.0377,274
2025-12-03 22:38:39.950083,50.829,17.94,1,0.4993,270
2025-12-03 22:39:39.950087,50.748,44.94,0,0.0815,273
2025-12-03 22:40:39.950090,50.221,14.53,1,0.5267,269
2025-12-03 22:41:39.950094,50.101,24.97,0,0.1198,273
2025-12-03 22:42:39.950097,49.602,7.64,1,0.4993,270
2025-12-03 22:43:39.950100,49.566,12.02,0,0.0363,274
2025-12-03 22:44:39.950104,49.051,27.54,1,0.5146,269
2025-12-03 22:45:39.950107,48.574,12.28,1,0.4765,271
2025-12-03 22:46:39.950111,48.087,19.66,1,0.4875,272
2025-12-03 22:47:39.950114,47.564,26.88,1,0.5233,274
2025-12-03 22:48:39.950118,47.026,20.82,1,0.5378,276
2025-12-03 22:49:39.950121,46.525,15.85,1,0.5005,279
2025-12-03 22:50:39.950125,46.494,20.54,0,0.0314,284
2025-12-03 22:51:39.950128,45.971,0.0,1,0.5223,279
2025-12-03 22:52:39.950131,45.949,17.2,0,0.023,285
2025-12-03 22:53:39.950136,45.851,30.63,0,0.0973,282
2025-12-03 22:54:39.950140,45.715,37.52,0,0.1359,280
2025-12-03 22:55:39.950144,45.613,26.96,0,0.1026,279
2025-12-03 22:56:39.950148,45.528,21.54,0,0.0846,277
2025-12-03 22:57:39.950151,45.049,21.68,1,0.4795,273
2025-12-03 22:58:39.950155,44.53,12.34,1,0.5186,275
2025-12-03 22:59:39.950158,44.011,29.62,1,0.519,279
2025-12-03 23:00:39.950162,43.929,29.03,0,0.0819,285
2025-12-03 23:01:39.950165,43.452,14.62,1,0.4774,281
2025-12-03 23:02:39.950168,43.439,4.5,0,0.0131,287
2025-12-03 23:03:39.950172,43.385,24.35,0,0.0535,284
2025-12-03 23:04:39.950175,43.258,32.6,0,0.127,281
2025-12-03 23:05:39.950178,43.218,15.52,0,0.0398,280
2025-12-03 23:06:39.950181,43.175,22.66,0,0.0431,278
2025-12-03 23:07:39.950185,43.15,24.13,0,0.0252,275
2025-12-03 23:08:39.950188,43.03,29.89,0,0.1202,272
2025-12-03 23:09:39.950192,42.941,25.14,0,0.0888,270
2025-12-03 23:10:39.950195,42.453,10.72,1,0.4885,266
2025-12-03 23:11:39.950198,41.97,28.47,1,0.4822,270
2025-12-03 23:12:39.950201,41.931,17.02,0,0.039,277
2025-12-03 23:13:39.950205,41.881,20.29,0,0.0506,274
2025-12-03 23:14:39.950208,41.758,28.89,0,0.1229,271
2025-12-03 23:15:39.950211,41.743,1.61,0,0.0151,270
2025-12-03 23:16:39.950215,41.648,28.64,0,0.0947,266
2025-12-03 23:17:39.950218,41.636,9.23,0,0.0121,265
2025-12-03 23:18:39.950221,41.587,14.2,0,0.0485,261
2025-12-03 23:19:39.950224,41.479,32.09,0,0.1082,258
2025-12-03 23:20:39.950228,41.404,32.02,0,0.0752,256
2025-12-03 23:21:39.950231,40.931,11.8,1,0.4727,251
2025-12-03 23:22:39.950235,40.869,9.7,0,0.0626,258
2025-12-03 23:23:39.950238,40.368,4.75,1,0.5004,253
2025-12-03 23:24:39.950241,39.862,11.45,1,0.5066,257
2025-12-03 23:25:39.950246,39.744,36.03,0,0.1174,266
2025-12-03 23:26:39.950250,39.684,21.85,0,0.0599,264
2025-12-03 23:27:39.950253,39.629,10.06,0,0.0557,262
2025-12-03 23:28:39.950256,39.588,18.68,0,0.0411,259
2025-12-03 23:29:39.950260,39.551,6.65,0,0.0367,256
2025-12-03 23:30:39.950263,39.485,19.11,0,0.0658,252
2025-12-03 23:31:39.950266,39.0,26.99,1,0.4851,247
2025-12-03 23:32:39.950269,38.971,5.91,0,0.0286,255
2025-12-03 23:33:39.950273,38.426,28.71,1,0.5458,248
2025-12-03 23:34:39.950276,38.363,35.86,0,0.0626,259
2025-12-03 23:35:39.950279,38.295,29.3,0,0.0684,256
2025-12-03 23:36:39.950283,38.236,14.49,0,0.0583,253
2025-12-03 23:37:39.950286,38.093,29.42,0,0.1437,249
2025-12-03 23:38:39.950289,37.575,10.25,1,0.5181,246
2025-12-03 23:39:39.950292,37.539,9.45,0,0.0361,257
2025-12-03 23:40:39.950296,37.465,41.65,0,0.0735,253
2025-12-03 23:41:39.950299,36.979,7.33,1,0.486,247
2025-12-03 23:42:39.950302,36.927,11.97,0,0.0522,258
2025-12-03 23:43:39.950306,36.843,17.47,0,0.0834,255
2025-12-03 23:44:39.950309,36.786,20.91,0,0.057,252
2025-12-03 23:45:39.950312,36.68,33.22,0,0.1066,248
2025-12-03 23:46:39.950315,36.577,27.94,0,0.1025,246
2025-12-03 23:47:39.950319,36.492,33.6,0,0.0857,244
2025-12-03 23:48:39.950322,36.396,27.72,0,0.0956,241
2025-12-03 23:49:39.950325,36.332,22.94,0,0.0639,238
2025-12-03 23:50:39.950329,36.291,6.08,0,0.0415,235
2025-12-03 23:51:39.950333,36.252,21.47,0,0.0382,230
2025-12-03 23:52:39.950336,35.749,12.71,1,0.5038,223
2025-12-03 23:53:39.950339,35.678,12.8,0,0.0702,235
2025-12-03 23:54:39.950343,35.606,17.15,0,0.0725,231
2025-12-03 23:55:39.950346,35.507,40.91,0,0.0988,228
2025-12-03 23:56:39.950350,35.403,30.04,0,0.1043,225
2025-12-03 23:57:39.950353,35.33,30.32,0,0.0728,222
2025-12-03 23:58:39.950356,35.288,9.19,0,0.0419,218
2025-12-03 23:59:39.950360,35.249,20.0,0,0.0387,213
2025-12-04 00:00:39.950363,34.724,17.8,1,0.5257,205
2025-12-04 00:01:39.950368,34.661,22.93,0,0.0626,220
2025-12-04 00:02:39.950372,34.575,28.34,0,0.0857,215
2025-12-04 00:03:39.950375,34.508,18.6,0,0.0673,211
2025-12-04 00:04:39.950378,34.44,21.19,0,0.0681,206
2025-12-04 00:05:39.950382,34.356,26.66,0,0.0842,201
2025-12-04 00:06:39.950385,34.267,24.08,0,0.0883,197
2025-12-04 00:07:39.950388,34.189,28.08,0,0.0788,193
2025-12-04 00:08:39.950392,34.148,0.0,0,0.0411,188
2025-12-04 00:09:39.950396,34.096,10.15,0,0.0518,182
2025-12-04 00:10:39.950399,34.021,18.45,0,0.0749,176
2025-12-04 00:11:39.950402,33.528,9.87,1,0.4929,168
2025-12-04 00:12:39.950406,33.011,9.13,1,0.5172,179
2025-12-04 00:13:39.950409,32.968,0.0,0,0.0426,197
2025-12-04 00:14:39.950413,32.907,26.61,0,0.061,189
2025-12-04 00:15:39.950416,32.4,16.67,1,0.5068,179
2025-12-04 00:16:39.950420,32.366,10.71,0,0.0343,201
2025-12-04 00:17:39.950423,32.305,37.16,0,0.0611,191
2025-12-04 00:18:39.950426,32.252,15.31,0,0.0533,182
2025-12-04 00:19:39.950430,32.144,28.6,0,0.1081,172
2025-12-04 00:20:39.950433,32.06,22.3,0,0.0838,166
2025-12-04 00:21:39.950437,31.983,26.19,0,0.077,158
2025-12-04 00:22:39.950440,31.494,0.0,1,0.4886,146
2025-12-04 00:23:39.950444,31.418,18.33,0,0.0762,169
2025-12-04 00:24:39.950447,31.336,15.54,0,0.0824,157
2025-12-04 00:25:39.950450,31.24,26.86,0,0.0952,145
2025-12-04 00:26:39.950454,31.082,47.85,0,0.1588,132
2025-12-04 00:27:39.950457,30.515,35.24,1,0.5666,121
2025-12-04 00:28:39.950460,30.011,32.9,1,0.5044,173
2025-12-04 00:29:39.950464,29.968,5.22,0,0.0421,472
2025-12-04 00:30:39.950467,29.878,22.14,0,0.0907,403
2025-12-04 00:31:39.950471,29.82,17.59,0,0.0577,517
